"","nome_jogo","nota_jogo","link_jogo","ano_jogo","genero_jogo","link_avaliacao","avaliacao_jogo","diretor_jogo"
"291","Spooky's Jump Scare Mansion","7.1","https://www.imdb.com/title/tt11050018/?ref_=adv_li_tt",2014,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt11050018/ratings/?ref_=tt_ov_rt","7|3|9|15|6|3|0|0|0|3","Akuma Kira
| Psychobilly2422
"
"292","Terror T.R.A.X.: Track of the Vampire","6","https://www.imdb.com/title/tt5481572/?ref_=adv_li_tt",1995,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt5481572/ratings/?ref_=tt_ov_rt","1|1|0|3|0|3|1|1|1|0","Flint Dille
"
"293","Persona Q: Shadow of the Labyrinth","7.1","https://www.imdb.com/title/tt4468734/?ref_=adv_li_tt",2014,"
Adventure, Family, Fantasy","https://www.imdb.com/title/tt4468734/ratings/?ref_=tt_ov_rt","15|7|15|13|11|3|2|2|0|5","Daisuke Kanada
| Valerie Arem
"
"294","Evil Dead: A Fistful of Boomstick","7.7","https://www.imdb.com/title/tt0317447/?ref_=adv_li_tt",2003,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0317447/ratings/?ref_=tt_ov_rt","153|47|122|71|26|21|11|6|9|21","Chris Mullender
"
"295","Dying Light: The Following - Enhanced Edition","8.2","https://www.imdb.com/title/tt9314392/?ref_=adv_li_tt",2016,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9314392/ratings/?ref_=tt_ov_rt","108|91|119|65|13|7|4|8|3|8",NA
"296","Unreal PT","6.5","https://www.imdb.com/title/tt9566230/?ref_=adv_li_tt",2019,"
Adventure, Horror","https://www.imdb.com/title/tt9566230/ratings/?ref_=tt_ov_rt","1|1|5|1|1|2|0|0|0|2",NA
"297","Jaws Unleashed","7.3","https://www.imdb.com/title/tt0479079/?ref_=adv_li_tt",2006,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0479079/ratings/?ref_=tt_ov_rt","85|25|68|47|38|16|14|3|3|11",NA
"298","Control: The Foundation","7.7","https://www.imdb.com/title/tt13200298/?ref_=adv_li_tt",2020,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13200298/ratings/?ref_=tt_ov_rt","27|27|57|37|9|5|3|3|2|2","Mikael Kasurinen
| Sam Lake
| Rosie Jones
"
"299","Onimusha 2","8.2","https://www.imdb.com/title/tt0323507/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0323507/ratings/?ref_=tt_ov_rt","83|82|99|43|20|4|3|2|4|24","Motohide Eshiro
"
"300","Evil Dead: Hail to the King","6.8","https://www.imdb.com/title/tt0238971/?ref_=adv_li_tt",2000,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0238971/ratings/?ref_=tt_ov_rt","125|25|53|76|41|30|17|19|14|38","Lani Minella
"
"301","Mortal Kombat 11: Aftermath","6.9","https://www.imdb.com/title/tt15671462/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15671462/ratings/?ref_=tt_ov_rt","9|6|11|12|8|4|3|1|2|3","Ed Boon
"
"302","Fallout: New Vegas - Dead Money","7.2","https://www.imdb.com/title/tt13129016/?ref_=adv_li_tt",2010,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13129016/ratings/?ref_=tt_ov_rt","15|9|23|16|7|0|3|2|1|7","Chris Avellone
"
"303","Dark Souls III: The Ringed City","9","https://www.imdb.com/title/tt13961140/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13961140/ratings/?ref_=tt_ov_rt","169|92|55|9|3|2|2|3|2|8","Hidetaka Miyazaki
| Isamu Okano
| Yui Tanimura
"
"304","Shadow Man","7.8","https://www.imdb.com/title/tt0292231/?ref_=adv_li_tt",1999,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0292231/ratings/?ref_=tt_ov_rt","94|38|47|34|19|13|3|4|4|12",NA
"305","Blood Omen II: Legacy of Kain","7.6","https://www.imdb.com/title/tt0299552/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0299552/ratings/?ref_=tt_ov_rt","116|50|83|97|35|17|7|3|5|13","Glen A. Schofield
"
"306","Slender: Remastered","6.4","https://www.imdb.com/title/tt11399876/?ref_=adv_li_tt",2020,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt11399876/ratings/?ref_=tt_ov_rt","2|0|0|0|2|3|1|0|0|0",NA
"307","The Suffering: Ties That Bind","7.6","https://www.imdb.com/title/tt0446042/?ref_=adv_li_tt",2005,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0446042/ratings/?ref_=tt_ov_rt","72|54|112|76|37|15|11|6|5|16","Keith Arem
"
"308","Godzilla","5.3","https://www.imdb.com/title/tt3830314/?ref_=adv_li_tt",2014,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt3830314/ratings/?ref_=tt_ov_rt","25|6|13|17|18|13|15|8|14|12","Kunio Suzuki
"
"309","Nebyura: Ekô naito","7","https://www.imdb.com/title/tt1990214/?ref_=adv_li_tt",2004,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt1990214/ratings/?ref_=tt_ov_rt","6|3|3|4|2|3|0|1|0|3",NA
"310","Escape the Ayuwoki: Horror Night",NA,"https://www.imdb.com/title/tt17939608/?ref_=adv_li_tt",2022,"
Horror, Adventure","https://www.imdb.com/title/tt17939608/ratings/?ref_=tt_ov_rt",NA,"Felipe Méndez
"
"311","Infamous 2: Festival of Blood","7.4","https://www.imdb.com/title/tt2117889/?ref_=adv_li_tt",2011,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2117889/ratings/?ref_=tt_ov_rt","76|38|138|107|48|11|2|8|6|7","Nate Fox
"
"312","Baldi's Basics: Field Trip","5.6","https://www.imdb.com/title/tt8770642/?ref_=adv_li_tt",2018,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt8770642/ratings/?ref_=tt_ov_rt","3|2|0|2|3|3|2|1|1|3",NA
"313","The House of the Dead","7.5","https://www.imdb.com/title/tt0277737/?ref_=adv_li_tt",1996,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0277737/ratings/?ref_=tt_ov_rt","74|38|114|102|48|17|7|8|2|12","Takashi Oda
"
"314","Castlevania: The Dracula X Chronicles","7.6","https://www.imdb.com/title/tt6437036/?ref_=adv_li_tt",2007,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6437036/ratings/?ref_=tt_ov_rt","8|4|12|9|7|0|1|2|0|0","Akihiro Minakata
"
"315","Dark Souls II: Scholar of the First Sin","7.3","https://www.imdb.com/title/tt14540410/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt14540410/ratings/?ref_=tt_ov_rt","20|11|27|16|8|8|0|6|2|3","Tomohiro Shibuya
"
"316","Prodeus","7.5","https://www.imdb.com/title/tt14637584/?ref_=adv_li_tt",2020,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14637584/ratings/?ref_=tt_ov_rt","3|5|4|10|5|0|1|0|0|1","Jason Mojica
| Mike Voeller
"
"317","The Conjuring House","7","https://www.imdb.com/title/tt9117492/?ref_=adv_li_tt",2018,"
Adventure, Horror","https://www.imdb.com/title/tt9117492/ratings/?ref_=tt_ov_rt","4|2|2|3|5|4|0|0|1|2",NA
"318","Hello Neighbor 2: Pre-Alpha",NA,"https://www.imdb.com/title/tt22190002/?ref_=adv_li_tt",2020,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt22190002/ratings/?ref_=tt_ov_rt",NA,NA
"319","The Orange Box","9.3","https://www.imdb.com/title/tt3656582/?ref_=adv_li_tt",2007,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt3656582/ratings/?ref_=tt_ov_rt","362|211|84|23|12|7|5|2|7|20",NA
"320","CarnEvil","8.1","https://www.imdb.com/title/tt0239281/?ref_=adv_li_tt",1998,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0239281/ratings/?ref_=tt_ov_rt","24|9|18|7|2|2|1|2|2|7",NA
"321","The Visitor: Massacre at Camp Happy",NA,"https://www.imdb.com/title/tt5654270/?ref_=adv_li_tt",2011,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt5654270/ratings/?ref_=tt_ov_rt",NA,"Jay Ziebarth
"
"322","Kholat","6.4","https://www.imdb.com/title/tt4770726/?ref_=adv_li_tt",2015,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt4770726/ratings/?ref_=tt_ov_rt","17|12|16|34|32|10|6|5|2|7",NA
"323","Nocturne","8.5","https://www.imdb.com/title/tt0436638/?ref_=adv_li_tt",1999,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0436638/ratings/?ref_=tt_ov_rt","73|14|12|10|6|0|2|3|1|11",NA
"324","The Mystery of the Druids","7.9","https://www.imdb.com/title/tt13416134/?ref_=adv_li_tt",2001,"
Adventure, Crime, Fantasy","https://www.imdb.com/title/tt13416134/ratings/?ref_=tt_ov_rt","9|1|6|2|3|0|0|0|1|1","John Delbridge
"
"325","The Horde","4.3","https://www.imdb.com/title/tt0403123/?ref_=adv_li_tt",1994,"
Animation, Action, Adventure","https://www.imdb.com/title/tt0403123/ratings/?ref_=tt_ov_rt","7|3|3|1|3|1|3|2|2|21","Kiyoshi Ohkawa
| Robert Weaver
"
"326","White Day: A Labyrinth Named School","7.3","https://www.imdb.com/title/tt7312252/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt7312252/ratings/?ref_=tt_ov_rt","9|1|9|12|3|3|2|0|1|2","Lee Wonsool
"
"327","LSD: Dream Emulator","8.1","https://www.imdb.com/title/tt10513638/?ref_=adv_li_tt",1998,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt10513638/ratings/?ref_=tt_ov_rt","7|2|7|4|1|1|0|1|0|0","Osamu Sato
"
"328","Fear Effect","8","https://www.imdb.com/title/tt0243896/?ref_=adv_li_tt",2000,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0243896/ratings/?ref_=tt_ov_rt","81|42|46|15|15|6|1|2|6|19","John Zuur Platten
"
"329","Friday the 13th","5.2","https://www.imdb.com/title/tt0295269/?ref_=adv_li_tt",1989,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0295269/ratings/?ref_=tt_ov_rt","75|21|31|45|44|45|40|21|22|45",NA
"330","Darkwatch: Curse of the West","7.9","https://www.imdb.com/title/tt0406693/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0406693/ratings/?ref_=tt_ov_rt","77|40|64|36|24|8|3|5|5|12","Mo Davoudian
"
"331","Fear Effect 2: Retro Helix","8","https://www.imdb.com/title/tt0252431/?ref_=adv_li_tt",2001,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0252431/ratings/?ref_=tt_ov_rt","52|21|26|16|6|2|3|2|6|12","Stan Liu
"
"332","Eternal Damnation",NA,"https://www.imdb.com/title/tt15545666/?ref_=adv_li_tt",2006,"
Action, Adventure, Horror","https://www.imdb.com/title/tt15545666/ratings/?ref_=tt_ov_rt",NA,NA
"333","The Binding of Isaac","7.2","https://www.imdb.com/title/tt4200478/?ref_=adv_li_tt",2011,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4200478/ratings/?ref_=tt_ov_rt","80|60|140|168|71|31|10|7|9|24","Florian Himsl
| Edmund McMillen
"
"334","System Shock","8","https://www.imdb.com/title/tt0308955/?ref_=adv_li_tt",1994,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0308955/ratings/?ref_=tt_ov_rt","128|65|62|32|9|9|6|6|2|14",NA
"335","Muppet Monster Adventure","7.9","https://www.imdb.com/title/tt0271072/?ref_=adv_li_tt",2000,"
Short, Adventure, Family","https://www.imdb.com/title/tt0271072/ratings/?ref_=tt_ov_rt","14|1|7|6|5|3|1|2|1|3","Dave Allsopp
"
"336","Devil May Cry 3: Special Edition","8.7","https://www.imdb.com/title/tt15333392/?ref_=adv_li_tt",2006,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15333392/ratings/?ref_=tt_ov_rt","21|17|9|6|4|1|1|0|0|0","Hideaki Itsuno
"
"337","Fantastic Four: Rise of the Silver Surfer","5.5","https://www.imdb.com/title/tt1027810/?ref_=adv_li_tt",2007,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1027810/ratings/?ref_=tt_ov_rt","84|16|44|84|171|116|65|34|22|46",NA
"338","Shin Megami Tensei IV","8.2","https://www.imdb.com/title/tt2946820/?ref_=adv_li_tt",2013,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2946820/ratings/?ref_=tt_ov_rt","39|35|22|12|4|4|0|1|0|6","Kazuyuki Yamai
"
"339","A Nightmare on Elm Street","5.8","https://www.imdb.com/title/tt0301665/?ref_=adv_li_tt",1989,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0301665/ratings/?ref_=tt_ov_rt","57|11|28|25|36|27|17|16|7|20","Brett Sperry
"
"340","Akumajô Dracula X: chi no rondo","7.9","https://www.imdb.com/title/tt0388695/?ref_=adv_li_tt",1993,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0388695/ratings/?ref_=tt_ov_rt","45|36|59|36|9|6|3|3|2|9","Toru Hagihara
"
"341","Spore","6.8","https://www.imdb.com/title/tt3130014/?ref_=adv_li_tt",2008,"
Action, Adventure, Family","https://www.imdb.com/title/tt3130014/ratings/?ref_=tt_ov_rt","78|88|148|225|142|64|34|14|12|20","Will Wright
"
"342","Kimi ga Shine: Tasuketsu Death Game","8.5","https://www.imdb.com/title/tt13864004/?ref_=adv_li_tt",2017,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt13864004/ratings/?ref_=tt_ov_rt","13|10|8|3|1|0|0|0|0|2",NA
"343","Thief: Deadly Shadows","8.3","https://www.imdb.com/title/tt0414590/?ref_=adv_li_tt",2004,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0414590/ratings/?ref_=tt_ov_rt","168|145|133|67|16|14|2|8|3|13","Randy Smith
| Warren Spector
"
"344","The Rocky Interactive Horror Show","7.4","https://www.imdb.com/title/tt0194044/?ref_=adv_li_tt",1999,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt0194044/ratings/?ref_=tt_ov_rt","16|3|2|5|3|1|0|1|1|8",NA
"345","Zero Escape: The Nonary Games","8.9","https://www.imdb.com/title/tt19730048/?ref_=adv_li_tt",2017,"
Action, Adventure, Horror","https://www.imdb.com/title/tt19730048/ratings/?ref_=tt_ov_rt","12|6|3|0|1|0|0|0|0|2","Akihiro Kaneko
"
"346","Silent Hill: Book of Memories","5.3","https://www.imdb.com/title/tt2338235/?ref_=adv_li_tt",2012,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2338235/ratings/?ref_=tt_ov_rt","18|1|4|6|6|11|10|4|5|18","Adam Tierney
"
"347","Operator's Side","5.2","https://www.imdb.com/title/tt0403384/?ref_=adv_li_tt",2003,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0403384/ratings/?ref_=tt_ov_rt","3|0|2|4|3|5|3|2|0|8","Manabu Nishizawa
"
"348","Nightbreed: The Interactive Movie","7.2","https://www.imdb.com/title/tt6224874/?ref_=adv_li_tt",1990,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6224874/ratings/?ref_=tt_ov_rt","2|0|4|2|0|1|0|1|0|1",NA
"349","Iron Lung","6.8","https://www.imdb.com/title/tt19796560/?ref_=adv_li_tt",2022,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt19796560/ratings/?ref_=tt_ov_rt","5|2|2|3|3|2|0|0|1|1","David Szymanski
"
"350","Blue Stinger","6.6","https://www.imdb.com/title/tt0268197/?ref_=adv_li_tt",1999,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0268197/ratings/?ref_=tt_ov_rt","9|3|8|9|11|2|3|3|6|12","Ayumu Kojima
"
"351","Gun Survivor 3: Dino Crisis","6","https://www.imdb.com/title/tt0360513/?ref_=adv_li_tt",2002,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0360513/ratings/?ref_=tt_ov_rt","9|2|2|10|14|4|4|5|1|6","Eiro Shirahama
"
"352","Zombies Ate My Neighbors","8.3","https://www.imdb.com/title/tt0302061/?ref_=adv_li_tt",1993,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0302061/ratings/?ref_=tt_ov_rt","180|92|89|46|24|9|5|7|4|22","Mike Ebert
"
"353","Ordem Paranormal: Enigma do Medo",NA,"https://www.imdb.com/title/tt14630728/?ref_=adv_li_tt",2023,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt14630728/ratings/?ref_=tt_ov_rt",NA,"Rafael Lange
"
"354","The Mist","7","https://www.imdb.com/title/tt8055416/?ref_=adv_li_tt",1985,"
Adventure, Horror","https://www.imdb.com/title/tt8055416/ratings/?ref_=tt_ov_rt","7|1|8|7|5|1|0|0|3|2",NA
"355","Gothos",NA,"https://www.imdb.com/title/tt3680444/?ref_=adv_li_tt",1997,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt3680444/ratings/?ref_=tt_ov_rt",NA,"Sébastien Clément
"
"356","Akumajou Dracula: Gallery of Labyrinth","7.5","https://www.imdb.com/title/tt4507076/?ref_=adv_li_tt",2006,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4507076/ratings/?ref_=tt_ov_rt","5|15|33|24|9|1|2|1|1|1","Satoshi Kushibuchi
"
"357","The Dark Side of the Moon","6.4","https://www.imdb.com/title/tt9151064/?ref_=adv_li_tt",2021,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt9151064/ratings/?ref_=tt_ov_rt","1|0|2|1|2|1|0|0|0|1","Darren Hall
"
"358","Reign of Fire","7","https://www.imdb.com/title/tt0350047/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0350047/ratings/?ref_=tt_ov_rt","13|9|16|22|14|7|4|2|3|5",NA
"359","Fallout 3: Point Lookout","7.9","https://www.imdb.com/title/tt12702412/?ref_=adv_li_tt",2009,"
Action, Adventure, Horror","https://www.imdb.com/title/tt12702412/ratings/?ref_=tt_ov_rt","15|13|29|15|5|2|4|1|0|0","Todd Howard
"
"360","Close to the Sun","6.3","https://www.imdb.com/title/tt10275378/?ref_=adv_li_tt",2019,"
Adventure, Horror","https://www.imdb.com/title/tt10275378/ratings/?ref_=tt_ov_rt","11|5|11|29|23|11|5|3|4|0",NA
"361","Ghosts","8","https://www.imdb.com/title/tt0438057/?ref_=adv_li_tt",1994,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0438057/ratings/?ref_=tt_ov_rt","8|6|2|6|0|0|0|1|1|5","Philip Nash
"
"362","Shin Onimusha: Dawn of Dreams","7.5","https://www.imdb.com/title/tt0796361/?ref_=adv_li_tt",2006,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0796361/ratings/?ref_=tt_ov_rt","63|48|77|57|20|17|5|3|3|27","Kôichi Kimura
"
"363","Noctropolis","7.6","https://www.imdb.com/title/tt0184785/?ref_=adv_li_tt",1994,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0184785/ratings/?ref_=tt_ov_rt","11|6|9|8|1|4|3|1|1|4","Shaun Mitchell
"
"364","Vampire: The Masquerade - Redemption","8.1","https://www.imdb.com/title/tt0339851/?ref_=adv_li_tt",2000,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0339851/ratings/?ref_=tt_ov_rt","80|64|61|25|16|9|3|2|1|13","Ray Gresko
"
"365","Mystery Case Files: Shadow Lake","7.3","https://www.imdb.com/title/tt2534990/?ref_=adv_li_tt",2012,"
Adventure, Horror","https://www.imdb.com/title/tt2534990/ratings/?ref_=tt_ov_rt","9|1|5|7|3|1|0|1|0|3","David Stevenson
| Kale Stutzman
"
"366","Deadlight","7","https://www.imdb.com/title/tt2447736/?ref_=adv_li_tt",2012,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2447736/ratings/?ref_=tt_ov_rt","15|24|98|117|71|22|11|7|3|6",NA
"367","Illbleed","8.3","https://www.imdb.com/title/tt0416843/?ref_=adv_li_tt",2001,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0416843/ratings/?ref_=tt_ov_rt","27|8|7|8|5|1|1|1|2|10",NA
"368","Ecco the Dolphin","6.4","https://www.imdb.com/title/tt0359206/?ref_=adv_li_tt",1993,"
Action, Adventure, Family","https://www.imdb.com/title/tt0359206/ratings/?ref_=tt_ov_rt","28|11|26|52|48|24|12|7|3|7",NA
"369","Akumajo Dracula: sogetsu no jujika","7.8","https://www.imdb.com/title/tt4507046/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4507046/ratings/?ref_=tt_ov_rt","18|21|42|22|13|4|1|0|1|2","Satoshi Kushibuchi
"
"370","The Grim Adventures of Billy & Mandy: The Fright Before Christmas","6.8","https://www.imdb.com/title/tt7343322/?ref_=adv_li_tt",2005,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt7343322/ratings/?ref_=tt_ov_rt","4|0|1|1|0|1|0|0|1|2",NA
"371","Castlevania Akatsuki no menuetto","8.2","https://www.imdb.com/title/tt0403927/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0403927/ratings/?ref_=tt_ov_rt","75|84|99|45|18|7|1|2|2|13","Junichi Murakami
"
"372","Unturned","5.9","https://www.imdb.com/title/tt14485778/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt14485778/ratings/?ref_=tt_ov_rt","3|2|4|7|10|6|6|4|4|0","Nelson Sexton
"
"373","OverBlood","7.5","https://www.imdb.com/title/tt0376034/?ref_=adv_li_tt",1996,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt0376034/ratings/?ref_=tt_ov_rt","9|6|2|9|5|3|0|2|2|3",NA
"374","Ghost Hunter","7.5","https://www.imdb.com/title/tt0395156/?ref_=adv_li_tt",2003,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0395156/ratings/?ref_=tt_ov_rt","16|11|20|14|16|2|3|0|1|5","James Shepherd
"
"375","The Dark World: Karma",NA,"https://www.imdb.com/title/tt15263818/?ref_=adv_li_tt",2023,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt15263818/ratings/?ref_=tt_ov_rt",NA,"Yonghe Wong
"
"376","Hell: A Cyberpunk Thriller","6.9","https://www.imdb.com/title/tt0225931/?ref_=adv_li_tt",1994,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0225931/ratings/?ref_=tt_ov_rt","8|1|3|10|8|5|1|2|1|4",NA
"377","Dark Souls III: Ashes of Ariandel","8.2","https://www.imdb.com/title/tt13961072/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13961072/ratings/?ref_=tt_ov_rt","73|47|96|34|13|6|3|1|2|6","Hidetaka Miyazaki
| Isamu Okano
| Yui Tanimura
"
"378","D no Shokutaku","7.8","https://www.imdb.com/title/tt0462243/?ref_=adv_li_tt",1995,"
Adventure, Horror","https://www.imdb.com/title/tt0462243/ratings/?ref_=tt_ov_rt","14|6|11|7|1|3|2|1|0|5","Kenji Eno
"
"379","Akumajô Dracula: Ubawareta Kokuin","7.8","https://www.imdb.com/title/tt2051817/?ref_=adv_li_tt",2008,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2051817/ratings/?ref_=tt_ov_rt","20|18|37|21|11|0|0|3|0|3","Akihiro Minakata
| Moriemon
"
"380","SCP: Secret Laboratory","7.2","https://www.imdb.com/title/tt15507882/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15507882/ratings/?ref_=tt_ov_rt","4|0|1|2|2|1|2|0|0|0",NA
